"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Randomise_questionnaire_elements?","Question_Key","Response"
"497","18","1656421060895","28/06/2022 12:57:40","1656421060785","1","28/06/2022 13:57:40","90346","5","questionnaire-cppy",NA,"22832286","u90pn3po","6695680",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","END QUESTIONNAIRE","25565"
"498","1","1656425233773","28/06/2022 14:07:13","1656425233660","1","28/06/2022 15:07:13","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"499","2","1656425259473","28/06/2022 14:07:39","1656425259387","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Male"
"500","3","1656425259526","28/06/2022 14:07:39","1656425259388","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","2"
"501","4","1656425259526","28/06/2022 14:07:39","1656425259388","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"502","5","1656425259526","28/06/2022 14:07:39","1656425259388","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","24"
"503","6","1656425259526","28/06/2022 14:07:39","1656425259388","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","College or university"
"504","7","1656425259526","28/06/2022 14:07:39","1656425259388","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","4"
"505","8","1656425259526","28/06/2022 14:07:39","1656425259388","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","Asian/Asian British"
"506","9","1656425259526","28/06/2022 14:07:39","1656425259388","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","3"
"507","10","1656425259526","28/06/2022 14:07:39","1656425259389","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"508","11","1656425259526","28/06/2022 14:07:39","1656425259389","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","English"
"509","12","1656425259526","28/06/2022 14:07:39","1656425259389","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-quantised","1"
"510","13","1656425259526","28/06/2022 14:07:39","1656425259389","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-text",NA
"511","14","1656425259526","28/06/2022 14:07:39","1656425259389","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","response-1","Kenya"
"512","15","1656425259526","28/06/2022 14:07:39","1656425259389","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research","no"
"513","16","1656425259526","28/06/2022 14:07:39","1656425259389","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research-quantised","2"
"514","17","1656425259526","28/06/2022 14:07:39","1656425259389","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research_subject",NA
"515","18","1656425259526","28/06/2022 14:07:39","1656425259389","1","28/06/2022 15:07:39","90346","5","questionnaire-cppy",NA,"22833702","vtnpc9v0","6695916",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","END QUESTIONNAIRE","25729"
"516","1","1656693645300","01/07/2022 16:40:45","1656693645103","1","01/07/2022 17:40:45","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"517","2","1656693665711","01/07/2022 16:41:05","1656693665523","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Non-Binary"
"518","3","1656693665766","01/07/2022 16:41:05","1656693665524","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","3"
"519","4","1656693665766","01/07/2022 16:41:05","1656693665524","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"520","5","1656693665766","01/07/2022 16:41:05","1656693665524","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","24"
"521","6","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","Post-graduate degree"
"522","7","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","5"
"523","8","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","Asian/Asian British"
"524","9","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","3"
"525","10","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"526","11","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","English"
"527","12","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-quantised","1"
"528","13","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-text",NA
"529","14","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","response-1","Indonesia"
"530","15","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research","no"
"531","16","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research-quantised","2"
"532","17","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research_subject",NA
"533","18","1656693665766","01/07/2022 16:41:05","1656693665525","1","01/07/2022 17:41:05","90346","5","questionnaire-cppy",NA,"22906760","eo7g3bb9","6715514",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","END QUESTIONNAIRE","20422"
"534","1","1656698660458","01/07/2022 18:04:20","1656698660342","1","01/07/2022 19:04:20","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"535","2","1656698681576","01/07/2022 18:04:41","1656698681507","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Female"
"536","3","1656698681627","01/07/2022 18:04:41","1656698681509","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","1"
"537","4","1656698681627","01/07/2022 18:04:41","1656698681509","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"538","5","1656698681627","01/07/2022 18:04:41","1656698681509","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","23"
"539","6","1656698681627","01/07/2022 18:04:41","1656698681509","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","Post-graduate degree"
"540","7","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","5"
"541","8","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","White"
"542","9","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","1"
"543","10","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"544","11","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","Other (please specify)"
"545","12","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-text","Russian"
"546","13","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","response-1","cyprus"
"547","14","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research","no"
"548","15","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research-quantised","2"
"549","16","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research_subject",NA
"550","17","1656698681627","01/07/2022 18:04:41","1656698681510","1","01/07/2022 19:04:41","90346","5","questionnaire-cppy",NA,"22907551","eyf8awh6","6716178",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","END QUESTIONNAIRE","21168"
"551","1","1657016505511","05/07/2022 10:21:45","1657016505402","1","05/07/2022 11:21:45","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"552","2","1657016530858","05/07/2022 10:22:10","1657016530802","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Male"
"553","3","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","2"
"554","4","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"555","5","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","30"
"556","6","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","College or university"
"557","7","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","4"
"558","8","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","White"
"559","9","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","1"
"560","10","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"561","11","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","English"
"562","12","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-quantised","1"
"563","13","1657016530932","05/07/2022 10:22:10","1657016530804","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-text",NA
"564","14","1657016530932","05/07/2022 10:22:10","1657016530805","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","response-1","UK"
"565","15","1657016530932","05/07/2022 10:22:10","1657016530805","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research","no"
"566","16","1657016530932","05/07/2022 10:22:10","1657016530805","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research-quantised","2"
"567","17","1657016530932","05/07/2022 10:22:10","1657016530805","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research_subject",NA
"568","18","1657016530932","05/07/2022 10:22:10","1657016530805","1","05/07/2022 11:22:10","90346","5","questionnaire-cppy",NA,"22946215","8a4rmozk","6726904",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","END QUESTIONNAIRE","25403"
"569","1","1657021072441","05/07/2022 11:37:52","1657021072326","1","05/07/2022 12:37:52","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"570","2","1657021115773","05/07/2022 11:38:35","1657021115696","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Female"
"571","3","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","1"
"572","4","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"573","5","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","31"
"574","6","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","College or university"
"575","7","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","4"
"576","8","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","White"
"577","9","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","1"
"578","10","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"579","11","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","English"
"580","12","1657021115827","05/07/2022 11:38:35","1657021115698","1","05/07/2022 12:38:35","90346","5","questionnaire-cppy",NA,"22947796","ske1wdwv","6727373",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-quantised","1"
