Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Hint,wideo1,wideo2,Picture,Hint_picture1,Hint_picture2,Doors_picture,answear
50,1652788379645,17/05/2022 11:52:59,1652788379606,1,17/05/2022 12:52:59,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,2,Claire,AdvanceAnna,response_button_text,1811,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
51,1652788381000,17/05/2022 11:53:01,1652788380963,1,17/05/2022 12:53:00,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,4,ChooseDoor,RightButton,response_button_text,1350.0000000000582,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
52,1652788396762,17/05/2022 11:53:16,1652788396716,1,17/05/2022 12:53:16,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,6,Right,Zone2,response_button_text,15747,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
53,1652788397209,17/05/2022 11:53:17,1652788397164,1,17/05/2022 12:53:17,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
54,1652788400386,17/05/2022 11:53:20,1652788400348,1,17/05/2022 12:53:20,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,1,Help,BethButton,response_button_text,3162.999999999942,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
55,1652788402003,17/05/2022 11:53:22,1652788401953,1,17/05/2022 12:53:21,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,3,Anna,Zone2,response_button_text,1597,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
56,1652788403403,17/05/2022 11:53:23,1652788403373,1,17/05/2022 12:53:23,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,4,ChooseDoor,LeftButton,response_button_text,1415,,,Left,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
57,1652788427463,17/05/2022 11:53:47,1652788427437,1,17/05/2022 12:53:47,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,5,Left,Continue,response_button_text,24057,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
58,1652788427928,17/05/2022 11:53:47,1652788427883,1,17/05/2022 12:53:47,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
59,1652788429374,17/05/2022 11:53:49,1652788429349,1,17/05/2022 12:53:49,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,1,Help,AnnaButton,response_button_text,1455,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
60,1652788430891,17/05/2022 11:53:50,1652788430846,1,17/05/2022 12:53:50,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,2,Claire,AdvanceAnna,response_button_text,1490,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
61,1652788432186,17/05/2022 11:53:52,1652788432154,1,17/05/2022 12:53:52,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,4,ChooseDoor,RightButton,response_button_text,1302,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
62,1652788439603,17/05/2022 11:53:59,1652788439573,1,17/05/2022 12:53:59,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,6,Right,Zone2,response_button_text,7412.000000000058,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
63,1652788440051,17/05/2022 11:54:00,1652788440021,1,17/05/2022 12:54:00,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,7,test,fixation,fixation,456,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
64,1652788442559,17/05/2022 11:54:02,1652788442536,1,17/05/2022 12:54:02,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,15,1,1,Screen 1,Zone1,response_button_text,2507.000000000058,,,Finish,1,0,1,0,,,,,,The end,,,,,,,,,
65,1652788442611,17/05/2022 11:54:02,1652788442539,1,17/05/2022 12:54:02,86605,11,task-v1ub,,21933116,uqsflpct,6477653,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,,,END TASK,,,,,368123,,,,,0,1,0,,,,,,,,,,,,,,,
1,1652801480619,17/05/2022 15:31:20,1652801480555,1,17/05/2022 16:31:20,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1652801511373,17/05/2022 15:31:51,1652801511318,1,17/05/2022 16:31:51,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,1,1,1,Screen 1,advancementZone,continue_button,30662.000000000004,,,,,0,1,0,,,,,,Instructions,,,,,,,,,
3,1652801533520,17/05/2022 15:32:13,1652801533472,1,17/05/2022 16:32:13,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,2,1,1,Screen 1,Zone2,continue_button,22144.999999999996,,,,,0,1,0,,,,,,Start,,,,,,,,,
4,1652801548257,17/05/2022 15:32:28,1652801548206,1,17/05/2022 16:32:28,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,1,Help,AnnaButton,response_button_text,14709,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
5,1652801552118,17/05/2022 15:32:32,1652801552065,1,17/05/2022 16:32:32,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,2,Claire,AdvanceAnna,response_button_text,3848.9999999999854,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
6,1652801555262,17/05/2022 15:32:35,1652801555223,1,17/05/2022 16:32:35,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,4,ChooseDoor,LeftButton,response_button_text,3150,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
7,1652801646871,17/05/2022 15:34:06,1652801646773,1,17/05/2022 16:34:06,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,5,Left,Continue,response_button_text,91542,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
8,1652801647274,17/05/2022 15:34:07,1652801647227,1,17/05/2022 16:34:07,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,7,test,fixation,fixation,459,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
9,1652801665525,17/05/2022 15:34:25,1652801665472,1,17/05/2022 16:34:25,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,1,Help,AnnaButton,response_button_text,18221.00000000003,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
10,1652801668235,17/05/2022 15:34:28,1652801668194,1,17/05/2022 16:34:28,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,2,Claire,AdvanceAnna,response_button_text,2715,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
11,1652801669780,17/05/2022 15:34:29,1652801669735,1,17/05/2022 16:34:29,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,4,ChooseDoor,RightButton,response_button_text,1534,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
12,1652801688012,17/05/2022 15:34:48,1652801687965,1,17/05/2022 16:34:47,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,6,Right,Zone2,response_button_text,18224,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
13,1652801688445,17/05/2022 15:34:48,1652801688399,1,17/05/2022 16:34:48,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,7,test,fixation,fixation,449,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
14,1652801697766,17/05/2022 15:34:57,1652801697721,1,17/05/2022 16:34:57,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,1,Help,AnnaButton,response_button_text,9301,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
15,1652801701405,17/05/2022 15:35:01,1652801701320,1,17/05/2022 16:35:01,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,2,Claire,AdvanceAnna,response_button_text,3590,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
16,1652801703633,17/05/2022 15:35:03,1652801703588,1,17/05/2022 16:35:03,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,4,ChooseDoor,LeftButton,response_button_text,2261,,,Left,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
17,1652801722776,17/05/2022 15:35:22,1652801722735,1,17/05/2022 16:35:22,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,5,Left,Continue,response_button_text,19140.00000000003,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
18,1652801723216,17/05/2022 15:35:23,1652801723169,1,17/05/2022 16:35:23,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
19,1652801728000,17/05/2022 15:35:28,1652801727961,1,17/05/2022 16:35:27,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,1,Help,AnnaButton,response_button_text,4768,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
20,1652801730473,17/05/2022 15:35:30,1652801730432,1,17/05/2022 16:35:30,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,2,Claire,AdvanceAnna,response_button_text,2464,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
21,1652801731860,17/05/2022 15:35:31,1652801731813,1,17/05/2022 16:35:31,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,4,ChooseDoor,LeftButton,response_button_text,1373,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
22,1652801744020,17/05/2022 15:35:44,1652801743986,1,17/05/2022 16:35:43,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,5,Left,Continue,response_button_text,12166,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
23,1652801744472,17/05/2022 15:35:44,1652801744435,1,17/05/2022 16:35:44,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,7,test,fixation,fixation,452,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
24,1652801747641,17/05/2022 15:35:47,1652801747604,1,17/05/2022 16:35:47,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,1,Help,AnnaButton,response_button_text,3148,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
25,1652801749850,17/05/2022 15:35:49,1652801749812,1,17/05/2022 16:35:49,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,2,Claire,AdvanceAnna,response_button_text,2200,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
26,1652801751321,17/05/2022 15:35:51,1652801751277,1,17/05/2022 16:35:51,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,4,ChooseDoor,RightButton,response_button_text,1459,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
27,1652801767507,17/05/2022 15:36:07,1652801767468,1,17/05/2022 16:36:07,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,6,Right,Zone2,response_button_text,16184,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
28,1652801767946,17/05/2022 15:36:07,1652801767915,1,17/05/2022 16:36:07,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
29,1652801770505,17/05/2022 15:36:10,1652801770459,1,17/05/2022 16:36:10,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,1,Help,AnnaButton,response_button_text,2521,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
30,1652801774201,17/05/2022 15:36:14,1652801774156,1,17/05/2022 16:36:14,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,2,Claire,AdvanceAnna,response_button_text,3688,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
31,1652801775733,17/05/2022 15:36:15,1652801775696,1,17/05/2022 16:36:15,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,4,ChooseDoor,LeftButton,response_button_text,1533.0000000000582,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
32,1652801793328,17/05/2022 15:36:33,1652801793284,1,17/05/2022 16:36:33,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,5,Left,Continue,response_button_text,17581,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
33,1652801793767,17/05/2022 15:36:33,1652801793732,1,17/05/2022 16:36:33,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
34,1652801795548,17/05/2022 15:36:35,1652801795508,1,17/05/2022 16:36:35,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,1,Help,AnnaButton,response_button_text,1755,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
35,1652801797368,17/05/2022 15:36:37,1652801797324,1,17/05/2022 16:36:37,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,2,Claire,AdvanceAnna,response_button_text,1807,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
36,1652801799203,17/05/2022 15:36:39,1652801799158,1,17/05/2022 16:36:39,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,4,ChooseDoor,RightButton,response_button_text,1827,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
37,1652801813525,17/05/2022 15:36:53,1652801813468,1,17/05/2022 16:36:53,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,6,Right,Zone2,response_button_text,14304,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
38,1652801813961,17/05/2022 15:36:53,1652801813917,1,17/05/2022 16:36:53,86605,11,task-v1ub,,21941127,bn6kbk9n,6479881,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
