"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","Correct","Incorrect","Dishonest","X_Coordinate","Y_Coordinate","Timed_Out","randomise_blocks","randomise_trials","display","ANSWER","picture1","picture2","picture3","picture4","picture5","picture6","picture7","Hint","wideo1","wideo2","Picture","Hint_picture1","Hint_picture2","Doors_picture","answear","id"
"814","64","1654692485968","08/06/2022 12:48:05","1654692485910","1","08/06/2022 13:48:05","86605","12","task-v1ub",NA,"22358238","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","15","1","1","Screen 1","Zone1","response_button_text","2323",NA,NA,"Finish","1","0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1el4un1"
"815","65","1654692486015","08/06/2022 12:48:06","1654692485912","1","08/06/2022 13:48:05","86605","12","task-v1ub",NA,"22358238","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug",NA,NA,"END TASK",NA,NA,NA,NA,"332315",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1el4un1"
"816","1","1654697026968","08/06/2022 14:03:46","1654697026837","1","08/06/2022 15:03:46","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ca8udou"
"817","2","1654697037238","08/06/2022 14:03:57","1654697037162","1","08/06/2022 15:03:57","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","1","1","1","Screen 1","advancementZone","continue_button","10240",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"Instructions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ca8udou"
"818","3","1654697055367","08/06/2022 14:04:15","1654697055286","1","08/06/2022 15:04:15","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","2","1","1","Screen 1","Zone2","continue_button","18115",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ca8udou"
"819","4","1654697063433","08/06/2022 14:04:23","1654697063369","1","08/06/2022 15:04:23","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","3","1","1","Help","AnnaButton","response_button_text","8057",NA,NA,"Claire","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","1_left_low.mp4","1_right_low.mp4","1 M:A.png","1A.png","1M.png","1 M:A.png","Right","7ca8udou"
"820","5","1654697065962","08/06/2022 14:04:25","1654697065894","1","08/06/2022 15:04:25","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","3","1","2","Claire","AdvanceAnna","response_button_text","2519.00000000001",NA,NA,"Continue","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","1_left_low.mp4","1_right_low.mp4","1 M:A.png","1A.png","1M.png","1 M:A.png","Right","7ca8udou"
"821","6","1654697067294","08/06/2022 14:04:27","1654697067210","1","08/06/2022 15:04:27","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","3","1","4","ChooseDoor","LeftButton","response_button_text","1309.99999999999",NA,NA,"Left","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","1_left_low.mp4","1_right_low.mp4","1 M:A.png","1A.png","1M.png","1 M:A.png","Right","7ca8udou"
"822","7","1654697086661","08/06/2022 14:04:46","1654697086596","1","08/06/2022 15:04:46","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","3","1","5","Left","Continue","response_button_text","19379",NA,NA,"Continue","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","1_left_low.mp4","1_right_low.mp4","1 M:A.png","1A.png","1M.png","1 M:A.png","Right","7ca8udou"
"823","8","1654697087115","08/06/2022 14:04:47","1654697087051","1","08/06/2022 15:04:47","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","3","1","7","test","fixation","fixation","459",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","1_left_low.mp4","1_right_low.mp4","1 M:A.png","1A.png","1M.png","1 M:A.png","Right","7ca8udou"
"824","9","1654697094086","08/06/2022 14:04:54","1654697094022","1","08/06/2022 15:04:54","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","4","2","1","Help","BethButton","response_button_text","6948",NA,NA,"Anna","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","2_left_low.mp4","2_right_low.mp4","2 M:A.png","2A.png","2M.png","2 M:A.png","Right","7ca8udou"
"825","10","1654697096348","08/06/2022 14:04:56","1654697096286","1","08/06/2022 15:04:56","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","4","2","3","Anna","Zone2","response_button_text","2256",NA,NA,"Continue","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","2_left_low.mp4","2_right_low.mp4","2 M:A.png","2A.png","2M.png","2 M:A.png","Right","7ca8udou"
"826","11","1654697098180","08/06/2022 14:04:58","1654697098123","1","08/06/2022 15:04:58","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","4","2","4","ChooseDoor","RightButton","response_button_text","1830",NA,NA,"Right","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","2_left_low.mp4","2_right_low.mp4","2 M:A.png","2A.png","2M.png","2 M:A.png","Right","7ca8udou"
"827","12","1654697115443","08/06/2022 14:05:15","1654697115376","1","08/06/2022 15:05:15","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","4","2","6","Right","Zone2","response_button_text","17247",NA,NA,"Continue","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","2_left_low.mp4","2_right_low.mp4","2 M:A.png","2A.png","2M.png","2 M:A.png","Right","7ca8udou"
"828","13","1654697115880","08/06/2022 14:05:15","1654697115814","1","08/06/2022 15:05:15","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","4","2","7","test","fixation","fixation","451",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","2_left_low.mp4","2_right_low.mp4","2 M:A.png","2A.png","2M.png","2 M:A.png","Right","7ca8udou"
"829","14","1654697116982","08/06/2022 14:05:16","1654697116912","1","08/06/2022 15:05:16","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","5","3","1","Help","AnnaButton","response_button_text","1076",NA,NA,"Claire","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""It’s left this time, I think.""","3_left_low.mp4","3_right_low.mp4","3 M:A.png","3A.png","3M.png","3 M:A.png","Right","7ca8udou"
"830","15","1654697118132","08/06/2022 14:05:18","1654697118075","1","08/06/2022 15:05:18","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","5","3","2","Claire","AdvanceAnna","response_button_text","1156",NA,NA,"Continue","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""It’s left this time, I think.""","3_left_low.mp4","3_right_low.mp4","3 M:A.png","3A.png","3M.png","3 M:A.png","Right","7ca8udou"
"831","16","1654697119240","08/06/2022 14:05:19","1654697119183","1","08/06/2022 15:05:19","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","5","3","4","ChooseDoor","LeftButton","response_button_text","1102.00000000001",NA,NA,"Left","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""It’s left this time, I think.""","3_left_low.mp4","3_right_low.mp4","3 M:A.png","3A.png","3M.png","3 M:A.png","Right","7ca8udou"
"832","17","1654697139536","08/06/2022 14:05:39","1654697139477","1","08/06/2022 15:05:39","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","5","3","5","Left","Continue","response_button_text","20286",NA,NA,"Continue","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""It’s left this time, I think.""","3_left_low.mp4","3_right_low.mp4","3 M:A.png","3A.png","3M.png","3 M:A.png","Right","7ca8udou"
"833","18","1654697139976","08/06/2022 14:05:39","1654697139920","1","08/06/2022 15:05:39","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","5","3","7","test","fixation","fixation","450",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""It’s left this time, I think.""","3_left_low.mp4","3_right_low.mp4","3 M:A.png","3A.png","3M.png","3 M:A.png","Right","7ca8udou"
"834","19","1654697141109","08/06/2022 14:05:41","1654697141051","1","08/06/2022 15:05:41","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","6","4","1","Help","BethButton","response_button_text","1107",NA,NA,"Anna","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","4_left_low.mp4","4_right_low.mp4","4 M:A.png","4A.png","4M.png","4 M:A.png","Right","7ca8udou"
"835","20","1654697144129","08/06/2022 14:05:44","1654697144063","1","08/06/2022 15:05:44","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","6","4","3","Anna","Zone2","response_button_text","3005",NA,NA,"Continue","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","4_left_low.mp4","4_right_low.mp4","4 M:A.png","4A.png","4M.png","4 M:A.png","Right","7ca8udou"
"836","21","1654697145286","08/06/2022 14:05:45","1654697145219","1","08/06/2022 15:05:45","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","6","4","4","ChooseDoor","LeftButton","response_button_text","1149",NA,NA,"Left","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","4_left_low.mp4","4_right_low.mp4","4 M:A.png","4A.png","4M.png","4 M:A.png","Right","7ca8udou"
"837","22","1654697159275","08/06/2022 14:05:59","1654697159212","1","08/06/2022 15:05:59","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","6","4","5","Left","Continue","response_button_text","13986",NA,NA,"Continue","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","4_left_low.mp4","4_right_low.mp4","4 M:A.png","4A.png","4M.png","4 M:A.png","Right","7ca8udou"
"838","23","1654697159713","08/06/2022 14:05:59","1654697159649","1","08/06/2022 15:05:59","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","6","4","7","test","fixation","fixation","450",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left.""","4_left_low.mp4","4_right_low.mp4","4 M:A.png","4A.png","4M.png","4 M:A.png","Right","7ca8udou"
"839","24","1654697161025","08/06/2022 14:06:01","1654697160934","1","08/06/2022 15:06:00","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","7","5","1","Help","AnnaButton","response_button_text","1265",NA,NA,"Claire","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","5_left_low.mp4","5_right_low.mp4","5 M:A.png","5A.png","5M.png","5 M:A.png","Right","7ca8udou"
"840","25","1654697162318","08/06/2022 14:06:02","1654697162262","1","08/06/2022 15:06:02","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","7","5","2","Claire","AdvanceAnna","response_button_text","1319",NA,NA,"Continue","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","5_left_low.mp4","5_right_low.mp4","5 M:A.png","5A.png","5M.png","5 M:A.png","Right","7ca8udou"
"841","26","1654697163351","08/06/2022 14:06:03","1654697163282","1","08/06/2022 15:06:03","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","7","5","4","ChooseDoor","RightButton","response_button_text","1012.99999999997",NA,NA,"Right","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","5_left_low.mp4","5_right_low.mp4","5 M:A.png","5A.png","5M.png","5 M:A.png","Right","7ca8udou"
"842","27","1654697181328","08/06/2022 14:06:21","1654697181189","1","08/06/2022 15:06:21","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","7","5","6","Right","Zone2","response_button_text","17900",NA,NA,"Continue","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","5_left_low.mp4","5_right_low.mp4","5 M:A.png","5A.png","5M.png","5 M:A.png","Right","7ca8udou"
"843","28","1654697181690","08/06/2022 14:06:21","1654697181626","1","08/06/2022 15:06:21","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","7","5","7","test","fixation","fixation","451",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right this time.""","5_left_low.mp4","5_right_low.mp4","5 M:A.png","5A.png","5M.png","5 M:A.png","Right","7ca8udou"
"844","29","1654697182944","08/06/2022 14:06:22","1654697182862","1","08/06/2022 15:06:22","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","8","6","1","Help","BethButton","response_button_text","1211.99999999997",NA,NA,"Anna","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left this time.""","6_left_low.mp4","6_right_low.mp4","6 M:A.png","6A.png","6M.png","6 M:A.png","Right","7ca8udou"
"845","30","1654697183876","08/06/2022 14:06:23","1654697183793","1","08/06/2022 15:06:23","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","8","6","3","Anna","Zone2","response_button_text","924.000000000029",NA,NA,"Continue","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left this time.""","6_left_low.mp4","6_right_low.mp4","6 M:A.png","6A.png","6M.png","6 M:A.png","Right","7ca8udou"
"846","31","1654697184784","08/06/2022 14:06:24","1654697184726","1","08/06/2022 15:06:24","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","8","6","4","ChooseDoor","LeftButton","response_button_text","926",NA,NA,"Left","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left this time.""","6_left_low.mp4","6_right_low.mp4","6 M:A.png","6A.png","6M.png","6 M:A.png","Right","7ca8udou"
"847","32","1654697201921","08/06/2022 14:06:41","1654697201844","1","08/06/2022 15:06:41","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","8","6","5","Left","Continue","response_button_text","17111",NA,NA,"Continue","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left this time.""","6_left_low.mp4","6_right_low.mp4","6 M:A.png","6A.png","6M.png","6 M:A.png","Right","7ca8udou"
"848","33","1654697202362","08/06/2022 14:06:42","1654697202292","1","08/06/2022 15:06:42","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","8","6","7","test","fixation","fixation","450",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose left this time.""","6_left_low.mp4","6_right_low.mp4","6 M:A.png","6A.png","6M.png","6 M:A.png","Right","7ca8udou"
"849","34","1654697204523","08/06/2022 14:06:44","1654697204457","1","08/06/2022 15:06:44","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","9","7","1","Help","AnnaButton","response_button_text","2146",NA,NA,"Claire","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right.""","7_left_low.mp4","7_right_low.mp4","7 M:A.png","7A.png","7M.png","7 M:A.png","Right","7ca8udou"
"850","35","1654697205727","08/06/2022 14:06:45","1654697205658","1","08/06/2022 15:06:45","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","9","7","2","Claire","AdvanceAnna","response_button_text","1192",NA,NA,"Continue","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right.""","7_left_low.mp4","7_right_low.mp4","7 M:A.png","7A.png","7M.png","7 M:A.png","Right","7ca8udou"
"851","36","1654697206832","08/06/2022 14:06:46","1654697206759","1","08/06/2022 15:06:46","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","9","7","4","ChooseDoor","RightButton","response_button_text","1094",NA,NA,"Right","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right.""","7_left_low.mp4","7_right_low.mp4","7 M:A.png","7A.png","7M.png","7 M:A.png","Right","7ca8udou"
"852","37","1654697211719","08/06/2022 14:06:51","1654697211649","1","08/06/2022 15:06:51","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","9","7","6","Right","Zone2","response_button_text","4883",NA,NA,"Continue","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right.""","7_left_low.mp4","7_right_low.mp4","7 M:A.png","7A.png","7M.png","7 M:A.png","Right","7ca8udou"
"853","38","1654697212221","08/06/2022 14:06:52","1654697212099","1","08/06/2022 15:06:52","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","9","7","7","test","fixation","fixation","453",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""I'd choose right.""","7_left_low.mp4","7_right_low.mp4","7 M:A.png","7A.png","7M.png","7 M:A.png","Right","7ca8udou"
"854","39","1654697213892","08/06/2022 14:06:53","1654697213835","1","08/06/2022 15:06:53","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","10","8","1","Help","BethButton","response_button_text","1714",NA,NA,"Anna","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""It’s right this time, I think.""","8_left_low.mp4","8_right_low.mp4","8 M:A.png","8A.png","8M.png","8 M:A.png","Right","7ca8udou"
"855","40","1654697215286","08/06/2022 14:06:55","1654697215216","1","08/06/2022 15:06:55","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","10","8","3","Anna","Zone2","response_button_text","1375",NA,NA,"Continue","1","0","1","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""It’s right this time, I think.""","8_left_low.mp4","8_right_low.mp4","8 M:A.png","8A.png","8M.png","8 M:A.png","Right","7ca8udou"
"856","41","1654697216405","08/06/2022 14:06:56","1654697216332","1","08/06/2022 15:06:56","86605","12","task-v1ub",NA,"22360034","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Maze game_Amie&Maria","3","debug","debug","10","8","4","ChooseDoor","RightButton","response_button_text","1110",NA,NA,"Right","1","1","0","0",NA,NA,NA,NA,NA,"Maze","Claire",NA,NA,NA,NA,NA,NA,NA,"""It’s right this time, I think.""","8_left_low.mp4","8_right_low.mp4","8 M:A.png","8A.png","8M.png","8 M:A.png","Right","7ca8udou"
