"","Participant_Public_ID","Task_Name","Response","Question_Key","response"
"729","ekh4e8la","Affiliation questions - 1","40","Affilitation_Distrust1",40
"730","ekh4e8la","Affiliation questions - 1","25","Affilitation_Hostility1",25
"731","ekh4e8la","Affiliation questions - 1","30","Affilitation_Generosity1",30
"732","ekh4e8la","Affiliation questions - 1","30","Affilitation_Avoidance1",30
"733","ekh4e8la","Affiliation questions - 1","35","Affilitation_Gratitude1",35
"734","ekh4e8la","Affiliation questions - 1","55","Affilitation_Acceptance1",55
"735","ekh4e8la","Affiliation questions - 1","40","Affilitation_Sympathy1",40
"736","pgijg573","Affiliation questions - 1","70","Affilitation_Generosity1",70
"737","pgijg573","Affiliation questions - 1","60","Affilitation_Avoidance1",60
"738","pgijg573","Affiliation questions - 1","70","Affilitation_Acceptance1",70
"739","pgijg573","Affiliation questions - 1","10","Affilitation_Distrust1",10
"740","pgijg573","Affiliation questions - 1","0","Affilitation_Hostility1",0
"741","pgijg573","Affiliation questions - 1","50","Affilitation_Gratitude1",50
"742","pgijg573","Affiliation questions - 1","60","Affilitation_Sympathy1",60
"743","mqu3535e","Affiliation questions - 1","30","Affilitation_Generosity1",30
"744","mqu3535e","Affiliation questions - 1","30","Affilitation_Distrust1",30
"745","mqu3535e","Affiliation questions - 1","40","Affilitation_Avoidance1",40
"746","mqu3535e","Affiliation questions - 1","40","Affilitation_Hostility1",40
"747","mqu3535e","Affiliation questions - 1","40","Affilitation_Acceptance1",40
"748","mqu3535e","Affiliation questions - 1","40","Affilitation_Gratitude1",40
"749","mqu3535e","Affiliation questions - 1","50","Affilitation_Sympathy1",50
"750","trpxfsfj","Affiliation questions - 1","0","Affilitation_Avoidance1",0
"751","trpxfsfj","Affiliation questions - 1","50","Affilitation_Acceptance1",50
"752","trpxfsfj","Affiliation questions - 1","35","Affilitation_Sympathy1",35
"753","trpxfsfj","Affiliation questions - 1","36","Affilitation_Gratitude1",36
"754","trpxfsfj","Affiliation questions - 1","8","Affilitation_Distrust1",8
"755","trpxfsfj","Affiliation questions - 1","0","Affilitation_Hostility1",0
"756","trpxfsfj","Affiliation questions - 1","35","Affilitation_Generosity1",35
"757","64qj2z1q","Affiliation questions - 1","64","Affilitation_Generosity1",64
"758","64qj2z1q","Affiliation questions - 1","50","Affilitation_Acceptance1",50
"759","64qj2z1q","Affiliation questions - 1","66","Affilitation_Avoidance1",66
"760","64qj2z1q","Affiliation questions - 1","78","Affilitation_Hostility1",78
"761","64qj2z1q","Affiliation questions - 1","50","Affilitation_Distrust1",50
"762","64qj2z1q","Affiliation questions - 1","65","Affilitation_Gratitude1",65
"763","64qj2z1q","Affiliation questions - 1","41","Affilitation_Sympathy1",41
"764","u90pn3po","Affiliation questions - 1","50","Affilitation_Generosity1",50
"765","u90pn3po","Affiliation questions - 1","50","Affilitation_Sympathy1",50
"766","u90pn3po","Affiliation questions - 1","50","Affilitation_Hostility1",50
"767","u90pn3po","Affiliation questions - 1","40","Affilitation_Gratitude1",40
"768","u90pn3po","Affiliation questions - 1","60","Affilitation_Distrust1",60
"769","u90pn3po","Affiliation questions - 1","40","Affilitation_Acceptance1",40
"770","u90pn3po","Affiliation questions - 1","60","Affilitation_Avoidance1",60
"771","vtnpc9v0","Affiliation questions - 1","25","Affilitation_Gratitude1",25
"772","vtnpc9v0","Affiliation questions - 1","40","Affilitation_Acceptance1",40
"773","vtnpc9v0","Affiliation questions - 1","70","Affilitation_Hostility1",70
"774","vtnpc9v0","Affiliation questions - 1","40","Affilitation_Generosity1",40
"775","vtnpc9v0","Affiliation questions - 1","45","Affilitation_Distrust1",45
"776","vtnpc9v0","Affiliation questions - 1","70","Affilitation_Avoidance1",70
"777","vtnpc9v0","Affiliation questions - 1","25","Affilitation_Sympathy1",25
"778","eo7g3bb9","Affiliation questions - 1","30","Affilitation_Distrust1",30
"779","eo7g3bb9","Affiliation questions - 1","20","Affilitation_Avoidance1",20
"780","eo7g3bb9","Affiliation questions - 1","10","Affilitation_Hostility1",10
"781","eo7g3bb9","Affiliation questions - 1","75","Affilitation_Acceptance1",75
"782","eo7g3bb9","Affiliation questions - 1","65","Affilitation_Gratitude1",65
"783","eo7g3bb9","Affiliation questions - 1","65","Affilitation_Generosity1",65
"784","eo7g3bb9","Affiliation questions - 1","65","Affilitation_Sympathy1",65
"785","eyf8awh6","Affiliation questions - 1","0","Affilitation_Avoidance1",0
"786","eyf8awh6","Affiliation questions - 1","100","Affilitation_Sympathy1",100
"787","eyf8awh6","Affiliation questions - 1","65","Affilitation_Generosity1",65
"788","eyf8awh6","Affiliation questions - 1","85","Affilitation_Gratitude1",85
"789","eyf8awh6","Affiliation questions - 1","0","Affilitation_Distrust1",0
"790","eyf8awh6","Affiliation questions - 1","0","Affilitation_Hostility1",0
"791","eyf8awh6","Affiliation questions - 1","100","Affilitation_Acceptance1",100
"792","8a4rmozk","Affiliation questions - 1","74","Affilitation_Sympathy1",74
"793","8a4rmozk","Affiliation questions - 1","32","Affilitation_Avoidance1",32
"794","8a4rmozk","Affiliation questions - 1","20","Affilitation_Distrust1",20
"795","8a4rmozk","Affiliation questions - 1","50","Affilitation_Generosity1",50
"796","8a4rmozk","Affiliation questions - 1","30","Affilitation_Hostility1",30
"797","8a4rmozk","Affiliation questions - 1","23","Affilitation_Gratitude1",23
"798","8a4rmozk","Affiliation questions - 1","56","Affilitation_Acceptance1",56
"799","ske1wdwv","Affiliation questions - 1","0","Affilitation_Hostility1",0
"800","ske1wdwv","Affiliation questions - 1","75","Affilitation_Sympathy1",75
"801","ske1wdwv","Affiliation questions - 1","75","Affilitation_Acceptance1",75
"802","ske1wdwv","Affiliation questions - 1","75","Affilitation_Generosity1",75
"803","ske1wdwv","Affiliation questions - 1","77","Affilitation_Gratitude1",77
"804","ske1wdwv","Affiliation questions - 1","5","Affilitation_Distrust1",5
"805","ske1wdwv","Affiliation questions - 1","3","Affilitation_Avoidance1",3
"806","wkig7g26","Affiliation questions - 1","50","Affilitation_Sympathy1",50
"807","wkig7g26","Affiliation questions - 1","60","Affilitation_Generosity1",60
"808","wkig7g26","Affiliation questions - 1","0","Affilitation_Distrust1",0
"809","wkig7g26","Affiliation questions - 1","60","Affilitation_Gratitude1",60
"810","wkig7g26","Affiliation questions - 1","0","Affilitation_Avoidance1",0
"811","wkig7g26","Affiliation questions - 1","70","Affilitation_Acceptance1",70
"812","wkig7g26","Affiliation questions - 1","0","Affilitation_Hostility1",0
"813","x886pg16","Affiliation questions - 1","50","Affilitation_Sympathy1",50
"814","x886pg16","Affiliation questions - 1","36","Affilitation_Hostility1",36
"815","x886pg16","Affiliation questions - 1","60","Affilitation_Distrust1",60
"816","x886pg16","Affiliation questions - 1","55","Affilitation_Avoidance1",55
"817","x886pg16","Affiliation questions - 1","40","Affilitation_Acceptance1",40
"818","x886pg16","Affiliation questions - 1","45","Affilitation_Generosity1",45
"819","x886pg16","Affiliation questions - 1","46","Affilitation_Gratitude1",46
"820","4swlxwke","Affiliation questions - 1","72","Affilitation_Sympathy1",72
"821","4swlxwke","Affiliation questions - 1","75","Affilitation_Gratitude1",75
"822","4swlxwke","Affiliation questions - 1","37","Affilitation_Distrust1",37
"823","4swlxwke","Affiliation questions - 1","54","Affilitation_Acceptance1",54
"824","4swlxwke","Affiliation questions - 1","41","Affilitation_Hostility1",41
"825","4swlxwke","Affiliation questions - 1","72","Affilitation_Avoidance1",72
"826","4swlxwke","Affiliation questions - 1","83","Affilitation_Generosity1",83
"827","piedsqfp","Affiliation questions - 1","60","Affilitation_Sympathy1",60
"828","piedsqfp","Affiliation questions - 1","41","Affilitation_Hostility1",41
"829","piedsqfp","Affiliation questions - 1","30","Affilitation_Distrust1",30
"830","piedsqfp","Affiliation questions - 1","61","Affilitation_Generosity1",61
"831","piedsqfp","Affiliation questions - 1","69","Affilitation_Acceptance1",69
"832","piedsqfp","Affiliation questions - 1","40","Affilitation_Avoidance1",40
"833","piedsqfp","Affiliation questions - 1","65","Affilitation_Gratitude1",65
"834","8fjzf3vt","Affiliation questions - 1","53","Affilitation_Generosity1",53
"835","8fjzf3vt","Affiliation questions - 1","40","Affilitation_Distrust1",40
"836","8fjzf3vt","Affiliation questions - 1","43","Affilitation_Avoidance1",43
"837","8fjzf3vt","Affiliation questions - 1","58","Affilitation_Acceptance1",58
"838","8fjzf3vt","Affiliation questions - 1","59","Affilitation_Sympathy1",59
"839","8fjzf3vt","Affiliation questions - 1","60","Affilitation_Hostility1",60
"840","8fjzf3vt","Affiliation questions - 1","59","Affilitation_Gratitude1",59
"841","20ncbce2","Affiliation questions - 1","59","Affilitation_Acceptance1",59
"842","20ncbce2","Affiliation questions - 1","62","Affilitation_Sympathy1",62
"843","20ncbce2","Affiliation questions - 1","59","Affilitation_Generosity1",59
"844","20ncbce2","Affiliation questions - 1","50","Affilitation_Distrust1",50
"845","20ncbce2","Affiliation questions - 1","44","Affilitation_Avoidance1",44
"846","20ncbce2","Affiliation questions - 1","50","Affilitation_Gratitude1",50
"847","20ncbce2","Affiliation questions - 1","50","Affilitation_Hostility1",50
"848","eg36xi0r","Affiliation questions - 1","45","Affilitation_Distrust1",45
"849","eg36xi0r","Affiliation questions - 1","62","Affilitation_Avoidance1",62
"850","eg36xi0r","Affiliation questions - 1","62","Affilitation_Sympathy1",62
"851","eg36xi0r","Affiliation questions - 1","59","Affilitation_Gratitude1",59
"852","eg36xi0r","Affiliation questions - 1","41","Affilitation_Hostility1",41
"853","eg36xi0r","Affiliation questions - 1","56","Affilitation_Generosity1",56
"854","eg36xi0r","Affiliation questions - 1","45","Affilitation_Acceptance1",45
"855","mx4as100","Affiliation questions - 1","59","Affilitation_Gratitude1",59
"856","mx4as100","Affiliation questions - 1","59","Affilitation_Acceptance1",59
"857","mx4as100","Affiliation questions - 1","40","Affilitation_Avoidance1",40
"858","mx4as100","Affiliation questions - 1","50","Affilitation_Generosity1",50
"859","mx4as100","Affiliation questions - 1","70","Affilitation_Sympathy1",70
"860","mx4as100","Affiliation questions - 1","35","Affilitation_Distrust1",35
"861","mx4as100","Affiliation questions - 1","50","Affilitation_Hostility1",50
"862","5suttvcr","Affiliation questions - 2","75","Affilitation_Generosity2",75
"863","5suttvcr","Affiliation questions - 2","80","Affilitation_Sympathy2",80
"864","5suttvcr","Affiliation questions - 2","4","Affilitation_Hostility2",4
"865","5suttvcr","Affiliation questions - 2","2","Affilitation_Avoidance2",2
"866","5suttvcr","Affiliation questions - 2","80","Affilitation_Acceptance2",80
"867","5suttvcr","Affiliation questions - 2","70","Affilitation_Gratitude2",70
"868","5suttvcr","Affiliation questions - 2","3","Affilitation_Distrust2",3
"869","bw2gsvf5","Affiliation questions - 2","57","Affilitation_Acceptance2",57
"870","bw2gsvf5","Affiliation questions - 2","40","Affilitation_Sympathy2",40
"871","bw2gsvf5","Affiliation questions - 2","37","Affilitation_Distrust2",37
"872","bw2gsvf5","Affiliation questions - 2","59","Affilitation_Generosity2",59
"873","bw2gsvf5","Affiliation questions - 2","29","Affilitation_Hostility2",29
"874","bw2gsvf5","Affiliation questions - 2","31","Affilitation_Avoidance2",31
"875","bw2gsvf5","Affiliation questions - 2","56","Affilitation_Gratitude2",56
"876","tfbf68k4","Affiliation questions - 2","14","Affilitation_Distrust2",14
"877","tfbf68k4","Affiliation questions - 2","62","Affilitation_Gratitude2",62
"878","tfbf68k4","Affiliation questions - 2","18","Affilitation_Avoidance2",18
"879","tfbf68k4","Affiliation questions - 2","77","Affilitation_Generosity2",77
"880","tfbf68k4","Affiliation questions - 2","0","Affilitation_Hostility2",0
"881","tfbf68k4","Affiliation questions - 2","68","Affilitation_Sympathy2",68
"882","tfbf68k4","Affiliation questions - 2","71","Affilitation_Acceptance2",71
"883","hs6ft2tt","Affiliation questions - 2","80","Affilitation_Sympathy2",80
"884","hs6ft2tt","Affiliation questions - 2","2","Affilitation_Avoidance2",2
"885","hs6ft2tt","Affiliation questions - 2","1","Affilitation_Distrust2",1
"886","hs6ft2tt","Affiliation questions - 2","79","Affilitation_Acceptance2",79
"887","hs6ft2tt","Affiliation questions - 2","70","Affilitation_Gratitude2",70
"888","hs6ft2tt","Affiliation questions - 2","61","Affilitation_Generosity2",61
"889","hs6ft2tt","Affiliation questions - 2","0","Affilitation_Hostility2",0
"890","5suttvcr","Affiliation questions - 3","5","Affilitation_Distrust3",5
"891","5suttvcr","Affiliation questions - 3","4","Affilitation_Avoidance3",4
"892","5suttvcr","Affiliation questions - 3","56","Affilitation_Gratitude3",56
"893","5suttvcr","Affiliation questions - 3","80","Affilitation_Generosity3",80
"894","5suttvcr","Affiliation questions - 3","85","Affilitation_Sympathy3",85
"895","5suttvcr","Affiliation questions - 3","85","Affilitation_Acceptance3",85
"896","5suttvcr","Affiliation questions - 3","4","Affilitation_Hostility3",4
"897","bw2gsvf5","Affiliation questions - 3","57","Affilitation_Acceptance3",57
"898","bw2gsvf5","Affiliation questions - 3","20","Affilitation_Distrust3",20
"899","bw2gsvf5","Affiliation questions - 3","53","Affilitation_Sympathy3",53
"900","bw2gsvf5","Affiliation questions - 3","32","Affilitation_Avoidance3",32
"901","bw2gsvf5","Affiliation questions - 3","54","Affilitation_Generosity3",54
"902","bw2gsvf5","Affiliation questions - 3","54","Affilitation_Hostility3",54
"903","bw2gsvf5","Affiliation questions - 3","56","Affilitation_Gratitude3",56
"904","tfbf68k4","Affiliation questions - 3","1","Affilitation_Avoidance3",1
"905","tfbf68k4","Affiliation questions - 3","79","Affilitation_Acceptance3",79
"906","tfbf68k4","Affiliation questions - 3","77","Affilitation_Sympathy3",77
"907","tfbf68k4","Affiliation questions - 3","87","Affilitation_Generosity3",87
"908","tfbf68k4","Affiliation questions - 3","74","Affilitation_Gratitude3",74
"909","tfbf68k4","Affiliation questions - 3","0","Affilitation_Hostility3",0
"910","tfbf68k4","Affiliation questions - 3","0","Affilitation_Distrust3",0
"911","hs6ft2tt","Affiliation questions - 3","81","Affilitation_Acceptance3",81
"912","hs6ft2tt","Affiliation questions - 3","81","Affilitation_Sympathy3",81
"913","hs6ft2tt","Affiliation questions - 3","1","Affilitation_Avoidance3",1
"914","hs6ft2tt","Affiliation questions - 3","69","Affilitation_Generosity3",69
"915","hs6ft2tt","Affiliation questions - 3","74","Affilitation_Gratitude3",74
"916","hs6ft2tt","Affiliation questions - 3","0","Affilitation_Hostility3",0
"917","hs6ft2tt","Affiliation questions - 3","0","Affilitation_Distrust3",0
"918","5suttvcr","Affiliation questions - 1","35","Affilitation_Gratitude1",35
"919","5suttvcr","Affiliation questions - 1","10","Affilitation_Avoidance1",10
"920","5suttvcr","Affiliation questions - 1","85","Affilitation_Acceptance1",85
"921","5suttvcr","Affiliation questions - 1","35","Affilitation_Distrust1",35
"922","5suttvcr","Affiliation questions - 1","60","Affilitation_Sympathy1",60
"923","5suttvcr","Affiliation questions - 1","40","Affilitation_Generosity1",40
"924","5suttvcr","Affiliation questions - 1","5","Affilitation_Hostility1",5
"925","bw2gsvf5","Affiliation questions - 1","26","Affilitation_Distrust1",26
"926","bw2gsvf5","Affiliation questions - 1","25","Affilitation_Avoidance1",25
"927","bw2gsvf5","Affiliation questions - 1","65","Affilitation_Sympathy1",65
"928","bw2gsvf5","Affiliation questions - 1","63","Affilitation_Generosity1",63
"929","bw2gsvf5","Affiliation questions - 1","16","Affilitation_Hostility1",16
"930","bw2gsvf5","Affiliation questions - 1","60","Affilitation_Gratitude1",60
"931","bw2gsvf5","Affiliation questions - 1","62","Affilitation_Acceptance1",62
"932","tfbf68k4","Affiliation questions - 1","56","Affilitation_Sympathy1",56
"933","tfbf68k4","Affiliation questions - 1","34","Affilitation_Distrust1",34
"934","tfbf68k4","Affiliation questions - 1","61","Affilitation_Generosity1",61
"935","tfbf68k4","Affiliation questions - 1","61","Affilitation_Gratitude1",61
"936","tfbf68k4","Affiliation questions - 1","1","Affilitation_Hostility1",1
"937","tfbf68k4","Affiliation questions - 1","82","Affilitation_Acceptance1",82
"938","tfbf68k4","Affiliation questions - 1","22","Affilitation_Avoidance1",22
"939","hs6ft2tt","Affiliation questions - 1","54","Affilitation_Sympathy1",54
"940","hs6ft2tt","Affiliation questions - 1","11","Affilitation_Hostility1",11
"941","hs6ft2tt","Affiliation questions - 1","67","Affilitation_Acceptance1",67
"942","hs6ft2tt","Affiliation questions - 1","1","Affilitation_Avoidance1",1
"943","hs6ft2tt","Affiliation questions - 1","54","Affilitation_Generosity1",54
"944","hs6ft2tt","Affiliation questions - 1","55","Affilitation_Gratitude1",55
"945","hs6ft2tt","Affiliation questions - 1","13","Affilitation_Distrust1",13
"946","jwit68o8","Affiliation questions - 2","50","Affilitation_Generosity2",50
"947","jwit68o8","Affiliation questions - 2","67","Affilitation_Sympathy2",67
"948","jwit68o8","Affiliation questions - 2","58","Affilitation_Gratitude2",58
"949","jwit68o8","Affiliation questions - 2","60","Affilitation_Acceptance2",60
"950","jwit68o8","Affiliation questions - 2","22","Affilitation_Avoidance2",22
"951","jwit68o8","Affiliation questions - 2","22","Affilitation_Distrust2",22
"952","jwit68o8","Affiliation questions - 2","22","Affilitation_Hostility2",22
"953","l51yoirf","Affiliation questions - 2","4","Affilitation_Hostility2",4
"954","l51yoirf","Affiliation questions - 2","97","Affilitation_Sympathy2",97
"955","l51yoirf","Affiliation questions - 2","98","Affilitation_Gratitude2",98
"956","l51yoirf","Affiliation questions - 2","4","Affilitation_Distrust2",4
"957","l51yoirf","Affiliation questions - 2","4","Affilitation_Avoidance2",4
"958","l51yoirf","Affiliation questions - 2","92","Affilitation_Acceptance2",92
"959","l51yoirf","Affiliation questions - 2","96","Affilitation_Generosity2",96
"960","ll7yp6dw","Affiliation questions - 2","68","Affilitation_Gratitude2",68
"961","ll7yp6dw","Affiliation questions - 2","71","Affilitation_Acceptance2",71
"962","ll7yp6dw","Affiliation questions - 2","21","Affilitation_Distrust2",21
"963","ll7yp6dw","Affiliation questions - 2","71","Affilitation_Generosity2",71
"964","ll7yp6dw","Affiliation questions - 2","17","Affilitation_Hostility2",17
"965","ll7yp6dw","Affiliation questions - 2","25","Affilitation_Avoidance2",25
"966","ll7yp6dw","Affiliation questions - 2","85","Affilitation_Sympathy2",85
"967","f5iukocs","Affiliation questions - 2","71","Affilitation_Acceptance2",71
"968","f5iukocs","Affiliation questions - 2","44","Affilitation_Generosity2",44
"969","f5iukocs","Affiliation questions - 2","0","Affilitation_Hostility2",0
"970","f5iukocs","Affiliation questions - 2","46","Affilitation_Avoidance2",46
"971","f5iukocs","Affiliation questions - 2","0","Affilitation_Distrust2",0
"972","f5iukocs","Affiliation questions - 2","55","Affilitation_Sympathy2",55
"973","f5iukocs","Affiliation questions - 2","45","Affilitation_Gratitude2",45
"974","1tta9k0e","Affiliation questions - 2","74","Affilitation_Acceptance2",74
"975","1tta9k0e","Affiliation questions - 2","27","Affilitation_Distrust2",27
"976","1tta9k0e","Affiliation questions - 2","51","Affilitation_Avoidance2",51
"977","1tta9k0e","Affiliation questions - 2","63","Affilitation_Generosity2",63
"978","1tta9k0e","Affiliation questions - 2","26","Affilitation_Hostility2",26
"979","1tta9k0e","Affiliation questions - 2","26","Affilitation_Sympathy2",26
"980","1tta9k0e","Affiliation questions - 2","68","Affilitation_Gratitude2",68
"981","10gyt4yw","Affiliation questions - 2","23","Affilitation_Hostility2",23
"982","10gyt4yw","Affiliation questions - 2","69","Affilitation_Gratitude2",69
"983","10gyt4yw","Affiliation questions - 2","68","Affilitation_Acceptance2",68
"984","10gyt4yw","Affiliation questions - 2","24","Affilitation_Avoidance2",24
"985","10gyt4yw","Affiliation questions - 2","9","Affilitation_Distrust2",9
"986","10gyt4yw","Affiliation questions - 2","58","Affilitation_Sympathy2",58
"987","10gyt4yw","Affiliation questions - 2","68","Affilitation_Generosity2",68
"988","rl6qzzwk","Affiliation questions - 2","10","Affilitation_Generosity2",10
"989","rl6qzzwk","Affiliation questions - 2","0","Affilitation_Sympathy2",0
"990","rl6qzzwk","Affiliation questions - 2","0","Affilitation_Avoidance2",0
"991","rl6qzzwk","Affiliation questions - 2","10","Affilitation_Gratitude2",10
"992","rl6qzzwk","Affiliation questions - 2","10","Affilitation_Acceptance2",10
"993","rl6qzzwk","Affiliation questions - 2","0","Affilitation_Distrust2",0
"994","rl6qzzwk","Affiliation questions - 2","0","Affilitation_Hostility2",0
"995","yuxt0mr0","Affiliation questions - 2","25","Affilitation_Sympathy2",25
"996","yuxt0mr0","Affiliation questions - 2","30","Affilitation_Acceptance2",30
"997","yuxt0mr0","Affiliation questions - 2","28","Affilitation_Gratitude2",28
"998","yuxt0mr0","Affiliation questions - 2","32","Affilitation_Generosity2",32
"999","yuxt0mr0","Affiliation questions - 2","72","Affilitation_Distrust2",72
"1000","yuxt0mr0","Affiliation questions - 2","76","Affilitation_Avoidance2",76
"1001","yuxt0mr0","Affiliation questions - 2","40","Affilitation_Hostility2",40
"1002","el4g7vqv","Affiliation questions - 2","0","Affilitation_Hostility2",0
"1003","el4g7vqv","Affiliation questions - 2","50","Affilitation_Gratitude2",50
"1004","el4g7vqv","Affiliation questions - 2","50","Affilitation_Avoidance2",50
"1005","el4g7vqv","Affiliation questions - 2","50","Affilitation_Acceptance2",50
"1006","el4g7vqv","Affiliation questions - 2","50","Affilitation_Sympathy2",50
"1007","el4g7vqv","Affiliation questions - 2","0","Affilitation_Distrust2",0
"1008","el4g7vqv","Affiliation questions - 2","50","Affilitation_Generosity2",50
"1009","0latiljl","Affiliation questions - 2","60","Affilitation_Sympathy2",60
"1010","0latiljl","Affiliation questions - 2","38","Affilitation_Distrust2",38
"1011","0latiljl","Affiliation questions - 2","62","Affilitation_Gratitude2",62
"1012","0latiljl","Affiliation questions - 2","42","Affilitation_Hostility2",42
"1013","0latiljl","Affiliation questions - 2","64","Affilitation_Generosity2",64
"1014","0latiljl","Affiliation questions - 2","40","Affilitation_Avoidance2",40
"1015","0latiljl","Affiliation questions - 2","60","Affilitation_Acceptance2",60
"1016","yrqlg96p","Affiliation questions - 2","50","Affilitation_Gratitude2",50
"1017","yrqlg96p","Affiliation questions - 2","10","Affilitation_Avoidance2",10
"1018","yrqlg96p","Affiliation questions - 2","60","Affilitation_Acceptance2",60
"1019","yrqlg96p","Affiliation questions - 2","59","Affilitation_Sympathy2",59
"1020","yrqlg96p","Affiliation questions - 2","68","Affilitation_Hostility2",68
"1021","yrqlg96p","Affiliation questions - 2","29","Affilitation_Distrust2",29
"1022","yrqlg96p","Affiliation questions - 2","56","Affilitation_Generosity2",56
"1023","49puxoj7","Affiliation questions - 2","45","Affilitation_Avoidance2",45
"1024","49puxoj7","Affiliation questions - 2","54","Affilitation_Sympathy2",54
"1025","49puxoj7","Affiliation questions - 2","54","Affilitation_Generosity2",54
"1026","49puxoj7","Affiliation questions - 2","59","Affilitation_Hostility2",59
"1027","49puxoj7","Affiliation questions - 2","65","Affilitation_Acceptance2",65
"1028","49puxoj7","Affiliation questions - 2","44","Affilitation_Distrust2",44
"1029","49puxoj7","Affiliation questions - 2","59","Affilitation_Gratitude2",59
"1030","jsk580jc","Affiliation questions - 2","57","Affilitation_Avoidance2",57
"1031","jsk580jc","Affiliation questions - 2","54","Affilitation_Gratitude2",54
"1032","jsk580jc","Affiliation questions - 2","41","Affilitation_Distrust2",41
"1033","jsk580jc","Affiliation questions - 2","46","Affilitation_Sympathy2",46
"1034","jsk580jc","Affiliation questions - 2","58","Affilitation_Hostility2",58
"1035","jsk580jc","Affiliation questions - 2","56","Affilitation_Acceptance2",56
"1036","jsk580jc","Affiliation questions - 2","58","Affilitation_Generosity2",58
"1037","2nov5ul3","Affiliation questions - 2","68","Affilitation_Hostility2",68
"1038","2nov5ul3","Affiliation questions - 2","41","Affilitation_Generosity2",41
"1039","2nov5ul3","Affiliation questions - 2","40","Affilitation_Avoidance2",40
"1040","2nov5ul3","Affiliation questions - 2","31","Affilitation_Sympathy2",31
"1041","2nov5ul3","Affiliation questions - 2","44","Affilitation_Gratitude2",44
"1042","2nov5ul3","Affiliation questions - 2","55","Affilitation_Distrust2",55
"1043","2nov5ul3","Affiliation questions - 2","43","Affilitation_Acceptance2",43
"1044","9gexj2th","Affiliation questions - 2","64","Affilitation_Acceptance2",64
"1045","9gexj2th","Affiliation questions - 2","56","Affilitation_Generosity2",56
"1046","9gexj2th","Affiliation questions - 2","54","Affilitation_Sympathy2",54
"1047","9gexj2th","Affiliation questions - 2","50","Affilitation_Hostility2",50
"1048","9gexj2th","Affiliation questions - 2","63","Affilitation_Avoidance2",63
"1049","9gexj2th","Affiliation questions - 2","50","Affilitation_Distrust2",50
"1050","9gexj2th","Affiliation questions - 2","64","Affilitation_Gratitude2",64
"1051","ypkywtgz","Affiliation questions - 2","0","Affilitation_Distrust2",0
"1052","ypkywtgz","Affiliation questions - 2","0","Affilitation_Hostility2",0
"1053","ypkywtgz","Affiliation questions - 2","50","Affilitation_Avoidance2",50
"1054","ypkywtgz","Affiliation questions - 2","0","Affilitation_Generosity2",0
"1055","ypkywtgz","Affiliation questions - 2","0","Affilitation_Sympathy2",0
"1056","ypkywtgz","Affiliation questions - 2","0","Affilitation_Acceptance2",0
"1057","ypkywtgz","Affiliation questions - 2","0","Affilitation_Gratitude2",0
"1058","jwit68o8","Affiliation questions - 3","13","Affilitation_Hostility3",13
"1059","jwit68o8","Affiliation questions - 3","61","Affilitation_Sympathy3",61
"1060","jwit68o8","Affiliation questions - 3","25","Affilitation_Distrust3",25
"1061","jwit68o8","Affiliation questions - 3","16","Affilitation_Avoidance3",16
"1062","jwit68o8","Affiliation questions - 3","60","Affilitation_Generosity3",60
"1063","jwit68o8","Affiliation questions - 3","56","Affilitation_Gratitude3",56
"1064","jwit68o8","Affiliation questions - 3","70","Affilitation_Acceptance3",70
"1065","l51yoirf","Affiliation questions - 3","96","Affilitation_Sympathy3",96
"1066","l51yoirf","Affiliation questions - 3","97","Affilitation_Generosity3",97
"1067","l51yoirf","Affiliation questions - 3","97","Affilitation_Acceptance3",97
"1068","l51yoirf","Affiliation questions - 3","3","Affilitation_Hostility3",3
"1069","l51yoirf","Affiliation questions - 3","4","Affilitation_Distrust3",4
"1070","l51yoirf","Affiliation questions - 3","98","Affilitation_Gratitude3",98
"1071","l51yoirf","Affiliation questions - 3","3","Affilitation_Avoidance3",3
"1072","ll7yp6dw","Affiliation questions - 3","70","Affilitation_Generosity3",70
"1073","ll7yp6dw","Affiliation questions - 3","74","Affilitation_Gratitude3",74
"1074","ll7yp6dw","Affiliation questions - 3","76","Affilitation_Acceptance3",76
"1075","ll7yp6dw","Affiliation questions - 3","22","Affilitation_Distrust3",22
"1076","ll7yp6dw","Affiliation questions - 3","30","Affilitation_Hostility3",30
"1077","ll7yp6dw","Affiliation questions - 3","32","Affilitation_Avoidance3",32
"1078","ll7yp6dw","Affiliation questions - 3","73","Affilitation_Sympathy3",73
"1079","f5iukocs","Affiliation questions - 3","0","Affilitation_Distrust3",0
"1080","f5iukocs","Affiliation questions - 3","46","Affilitation_Gratitude3",46
"1081","f5iukocs","Affiliation questions - 3","22","Affilitation_Avoidance3",22
"1082","f5iukocs","Affiliation questions - 3","75","Affilitation_Sympathy3",75
"1083","f5iukocs","Affiliation questions - 3","0","Affilitation_Hostility3",0
"1084","f5iukocs","Affiliation questions - 3","75","Affilitation_Acceptance3",75
"1085","f5iukocs","Affiliation questions - 3","66","Affilitation_Generosity3",66
"1086","1tta9k0e","Affiliation questions - 3","74","Affilitation_Sympathy3",74
"1087","1tta9k0e","Affiliation questions - 3","19","Affilitation_Hostility3",19
"1088","1tta9k0e","Affiliation questions - 3","74","Affilitation_Gratitude3",74
"1089","1tta9k0e","Affiliation questions - 3","26","Affilitation_Distrust3",26
"1090","1tta9k0e","Affiliation questions - 3","69","Affilitation_Generosity3",69
